x,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
574,3,Gate,1001420077,,1751600358,300,Cast Iron,11.88,In Service,7807-0041-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120801,20120801,1,49.009294,-122.737735
575,8,LPS Lateral Gate,1001794974,,1267111267,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206932,-122.870516
576,8,LPS Lateral Gate,1002183346,,1284211585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212684,-122.865769
577,2,Expansion Joint,1001793086,,1240411548,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.212018,-122.877873
578,3,Gate,1000141404,21565,1813300702,150,Ductile Iron,8.56,In Service,7886-3820,1987,Private,,,Final AB,,,,,,,,,,,,,,,,19981009,,1,49.015485,-122.720736
579,3,Gate,1001797593,,1612309992,200,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,For Blow Down,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183708,-122.775276
580,8,LPS Lateral Gate,1001794019,,1298211671,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214237,-122.861891
581,0,Ball,1000141203,27890,1236911433,100,PVC Plastic,0.58,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051115,20160913,0,49.209945,-122.878824
582,3,Gate,1001184284,,1524706319,200,Ductile Iron,,In Service,4708-3070-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20101209,20101209,1,49.117287,-122.799728
583,3,Gate,1000141380,26536,1521106336,750,Ductile Iron,6.77,In Service,4703-5070-00,2005,Surrey,,750 STEEL KNIFE GATE VALVE SEE ALSO S-073-088,Final AB,,,,,,,,,,,,,,,,20050422,,1,49.117597,-122.800712
584,8,LPS Lateral Gate,1001792791,,1227111444,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.210149,-122.881549
585,3,Gate,1001802044,,1522003154,900,Cast Iron,,In Service,,,Surrey,,FT01722,Final AB,,,,,,,,,,,,,,,,20150114,20150313,1,49.060019,-122.800684
586,0,Ball,1000141295,27787,1293911580,100,Ductile Iron,0.84,Abandoned,4515,1978,Surrey,,LINE BE-G SEE ALSO S-001-070,Final AB,,,,,,,,,,,,,,,,20051108,20190503,0,49.212583,-122.863097
587,3,Gate,1000141126,24597,1117509704,300,Ductile Iron,3.94,Abandoned,SF-2207,2000,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20040210,20160708,0,49.178676,-122.911864
588,3,Gate,1001699734,,1224211385,100,Cast Iron,0.09,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.209079,-122.882357
589,2,Expansion Joint,1001793335,,1273511630,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.213493,-122.868719
590,3,Gate,1002171999,,1521707861,100,PVC Plastic,,Proposed,7817-0143-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20190418,20190418,0,49.145202,-122.800444
591,8,LPS Lateral Gate,1001793371,,1285911631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213506,-122.865294
592,8,LPS Lateral Gate,1001793382,,1283211631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213507,-122.866036
593,3,Gate,1000141193,25399,1252411382,150,PVC Plastic,,Abandoned,4797-6120-00,1998,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040714,20160708,0,49.209009,-122.874558
594,3,Gate,1001152899,,1263401527,150,Ductile Iron,,In Service,7800-0212-00,2003,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100317,20100317,1,49.03068,-122.87199
595,2,Expansion Joint,1001793176,,1245111572,150,,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.212457,-122.876578
596,3,Gate,1000793122,,1702007966,,,,In Service,7803-0225-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060719,20151201,1,49.146999,-122.750689
597,0,Ball,1001077669,,1175710250,150,Steel,,In Service,7805-0269-00,2006,Surrey,,3 ball valves,Final AB,,,,,,,,,,,,,,,,20090109,20091208,1,49.188545,-122.89578
598,3,Gate,1000141392,21701,1380403576,600,Ductile Iron,,In Service,SF-1912,1994,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011017,,1,49.067714,-122.839667
599,8,LPS Lateral Gate,1002183349,,1286611585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212683,-122.865099
600,3,Gate,1000824132,,1706108031,75,Ductile Iron,,In Service,7800-0179-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070502,20120309,1,49.148168,-122.74956
601,0,Ball,1000141184,27544,1229710788,100,Ductile Iron,0.41,In Service,4516,1978,Surrey,,LINE BSW-J  SEE ALSO S-010-068,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.19827,-122.880839
602,8,LPS Lateral Gate,1001793297,,1255811629,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.213477,-122.873607
603,3,Gate,1001985022,,1450405414,250,PVC Plastic,,In Service,SF-1136,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180219,20180220,1,49.100949,-122.820276
604,3,Gate,1000837430,,1600701556,450,Ductile Iron,,In Service,4797-5020-00,2000,Surrey,16th Ave & 160th St,VALVE CHAMBER - 1 OF 4 VALVES,Final AB,,,,,,,,,,,,,,,,20071116,20150710,1,49.031057,-122.779157
605,0,Ball,1001213284,,1179610410,75,Steel,,In Service,7805-0143-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110916,20120228,1,49.191447,-122.894705
606,8,LPS Lateral Gate,1001883036,,1262711278,50,Cast Iron,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20160707,20160708,1,49.207128,-122.871714
607,3,Gate,1001897239,,1302311586,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.212687,-122.860781
608,3,Gate,1001211631,,1680707798,75,Ductile Iron,18.95,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130121,20130121,1,49.143964,-122.756584
609,0,Ball,1000141370,28191,1277611501,75,Ductile Iron,0.89,Abandoned,4515,1978,Surrey,,LINE BE-D,Final AB,,,,,,,,,,,,,,,,20051128,20190429,0,49.211159,-122.867578
610,3,Gate,1001822365,,1258611206,75,Cast Iron,,In Service,4714-5250-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150514,20150514,1,49.205823,-122.872866
611,3,Gate,1001195962,,1692207847,50,Steel,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110420,20151201,1,49.144856,-122.753419
612,3,Gate,1000797418,,1519802789,400,Ductile Iron,,In Service,4703-5060-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060829,20060829,1,49.053409,-122.801329
613,2,Expansion Joint,1001699754,,1211011261,50,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.206845,-122.886001
614,0,Ball,1000141356,28117,1253611610,75,Ductile Iron,0.81,Abandoned,4515,1977,Surrey,,LINE BW-B,Final AB,,,,CLOSED,20071210,,,,,,,,,,,20051123,20160708,0,49.213134,-122.874206
615,8,LPS Lateral Gate,1001793607,,1307911631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213496,-122.859215
616,2,Expansion Joint,1001161149,,1838704533,600,,3.7,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100520,20100520,1,49.084791,-122.713356
617,8,LPS Lateral Gate,1001794105,,1258811206,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.205822,-122.872804
618,3,Gate,1001148602,,1463903542,75,Cast Iron,,Abandoned,7805-0402-00,2009,Private,,OPEN,Final AB,,,,,,,,,,,,,,,,20100201,20200213,0,49.067067,-122.816678
619,3,Gate,1000797918,,1478103562,600,Ductile Iron,5.25,In Service,4703-5060-00,2006,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20060905,20160708,1,49.067413,-122.812756
620,3,Gate,1001408489,,1237711292,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120417,20160708,1,49.207396,-122.878633
621,0,Ball,1000141180,27535,1217110728,150,Ductile Iron,0.11,Abandoned,C-4122,1995,Surrey,,LINE BSW-F,Final AB,,,,,,,,,,,,,,,,20051030,20190415,0,49.197188,-122.884348
622,0,Ball,1000141363,28154,1277511383,75,Ductile Iron,0.76,Abandoned,4515,1978,Surrey,,LINE BE-A,Final AB,,,,,,,,,,,,,,,,20051124,20190430,0,49.209021,-122.867611
623,3,Gate,1001810800,,1195110805,250,Cast Iron,0.61,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.198597,-122.890418
624,2,Expansion Joint,1001793318,,1267311629,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.213488,-122.870435
625,3,Gate,1001792866,,1233111501,150,Cast Iron,0.76,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.21118,-122.879875
626,3,Gate,1001897287,,1288411547,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.211983,-122.864613
627,0,Ball,1000141218,27585,1230310853,100,Ductile Iron,0.48,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.199443,-122.880673
628,3,Gate,1001822357,,1307911506,100,Cast Iron,,In Service,4714-4120-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150514,20150514,1,49.211244,-122.859231
629,3,Gate,1001185498,,1800105344,75,Ductile Iron,2.06,In Service,4709-4010-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110105,20130129,1,49.099491,-122.723903
630,0,Ball,1001941240,,1665503130,50,,,In Service,7815-0005-00,2017,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170724,20180206,1,49.059516,-122.761195
631,8,LPS Lateral Gate,1001793557,,1287411631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213505,-122.86488
632,3,Gate,1002159493,,1878902673,100,PVC Plastic,,In Service,7807-0395-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190306,20191023,1,49.051095,-122.702472
633,3,Gate,1001157670,,1760410424,300,Ductile Iron,1.33,Abandoned,4705-4550-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100427,20160708,0,49.191435,-122.734344
634,3,Gate,1001810575,,1183810601,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.194903,-122.893541
635,3,Gate,1001136816,,1473203528,200,Ductile Iron,,Abandoned,7804-0010-00,,Surrey,,NORMALLY CLOSED,Final AB,,,,,,,,,,,,,,,,20091030,20180105,0,49.066805,-122.814107
636,3,Gate,1000141135,24733,1182910673,150,Ductile Iron,0.63,Abandoned,4798-004-01,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040213,20160708,0,49.196201,-122.893785
637,8,LPS Lateral Gate,1001794150,,1269111217,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206026,-122.869963
638,2,Expansion Joint,1001793978,,1298311684,75,Polyethylene,0.8,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20150313,1,49.214469,-122.861875
639,3,Gate,1000141385,21700,1380403576,900,Ductile Iron,,In Service,SF-1912,1994,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011017,,1,49.067721,-122.839656
640,3,Gate,1001810353,,1171410683,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.196396,-122.896945
641,3,Gate,1000837428,,1600701556,450,Ductile Iron,,In Service,4797-5020-00,2000,Surrey,16th Ave & 160th St,VALVE CHAMBER - 3 OF 4 VALVES,Final AB,,,,,,,,,,,,,,,,20071116,20150710,1,49.031068,-122.779148
642,8,LPS Lateral Gate,1002183460,,1287211546,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.211967,-122.86495
643,0,Ball,1000141179,27534,1217010728,150,Ductile Iron,0.11,In Service,C-4122,1995,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051030,20190415,1,49.197186,-122.884356
644,3,Gate,1001793310,,1265611629,150,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213485,-122.8709
645,3,Gate,1001795855,,1308211587,150,Cast Iron,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.212711,-122.859137
646,3,Gate,1001080019,,1400203123,50,Ductile Iron,,In Service,7805-0271-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20090204,20090204,1,49.059508,-122.834237
647,2,Expansion Joint,1001161121,,1838904499,600,,0.25,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100520,20101221,1,49.084165,-122.713304
648,8,LPS Lateral Gate,1002183364,,1304511585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212677,-122.860173
649,3,Gate,1001200890,,1238310582,75,Steel,,In Service,7806-0035-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110614,20110614,1,49.194541,-122.87849
650,0,Ball,1000141146,27344,1194810602,150,Ductile Iron,0.74,Abandoned,4516,1978,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051025,20190415,0,49.194897,-122.890484
651,8,LPS Lateral Gate,1001699707,,1220111308,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.207685,-122.883488
652,0,Ball,1000141330,27987,1252511370,100,PVC Plastic,0.36,Abandoned,7885-0500-00,1987,Surrey,,LINE BW-F,Final AB,,,,,,,,,,,,,,,,20051117,20160708,0,49.208791,-122.874522
653,2,Expansion Joint,1001699758,,1215511330,100,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.208088,-122.884755
654,8,LPS Lateral Gate,1001795064,,1276711269,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206957,-122.867846
655,3,Gate,1001152645,,1456603488,350,Ductile Iron,,In Service,4706-4590-00,2009,Surrey,,NORMALLY CLOSED,Final AB,,,,,,,,,,,,,,,,20100315,20160708,1,49.066089,-122.81869
656,0,Ball,1000141170,27457,1217310771,150,Ductile Iron,0.4,In Service,C-4122,1995,Surrey,,LINE BSW-I,Final AB,,,,,,,,,,,,,,,,20051027,,1,49.197943,-122.88427
657,3,Gate,1001199731,,1730200361,300,Ductile Iron,15.01,In Service,7807-0041-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110603,20190626,1,49.009354,-122.743637
658,3,Gate,1001897351,,1520607361,150,Ductile Iron,,In Service,4715-4280-00,2016,Surrey,,Rim 7.44 - For Pressure Monitor,Final AB,,,,,,,,,,,,,,,,20161118,20161118,1,49.136149,-122.800773
659,3,Gate,1001148612,,1471803527,150,Cast Iron,,Abandoned,7800-0232-00,2004,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20100201,20180105,0,49.066784,-122.814505
660,3,Gate,1002189337,,1792305306,75,Ductile Iron,,In Service,7816-0325-00,2018,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190528,20190627,1,49.098813,-122.726042
661,3,Gate,1001897215,,1283611586,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.212693,-122.86592
662,8,LPS Lateral Gate,1001793603,,1307011631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213496,-122.859461
663,3,Gate,1001810767,,1192710630,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195432,-122.891068
664,3,Gate,1000141156,22420,1257910840,150,Ductile Iron,,In Service,7893-0309-00,1995,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020102,,1,49.1992,-122.873051
665,3,Gate,1001897245,,1307011586,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.212686,-122.859478
666,3,Gate,1000797417,,1519602790,600,Ductile Iron,,In Service,4703-5060-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060829,20060829,1,49.053437,-122.801391
667,3,Gate,1001811209,,1217211142,100,Cast Iron,1.6,In Service,SFPR Seg. 6,2013,Private,,,Final AB,,,,,,,,,,,,,,,,20150303,20200312,1,49.204674,-122.884289
668,3,Gate,1001810591,,1187510631,250,Cast Iron,1.39,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195442,-122.892523
669,3,Gate,1001080018,,1401803123,50,Ductile Iron,,In Service,7805-0271-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20090204,20090204,1,49.059501,-122.833797
670,3,Gate,1001897307,,1288111266,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190506,20190506,1,49.206909,-122.864704
671,3,Gate,1001410243,,1228311291,75,,0,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120423,20160708,1,49.207378,-122.881218
672,8,LPS Lateral Gate,1001794071,,1228411317,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.207854,-122.88118
673,3,Gate,1001797600,,1612209992,200,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183703,-122.775287
674,3,Gate,1001810339,,1171910690,250,Cast Iron,-0.79,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.196515,-122.896823
675,0,Ball,1000141373,28209,1277611549,75,Ductile Iron,0.8,Abandoned,4515,1978,Surrey,,LINE BE-F,Final AB,,,,,,,,,,,,,,,,20051129,20190426,0,49.212023,-122.867594
676,3,Gate,1001435522,,1328705446,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20121004,20180817,1,49.101572,-122.853815
677,0,Ball,1000141214,27634,1197210359,100,Ductile Iron,0.88,In Service,4516,1978,Surrey,,LINE BSW-H,Final AB,,,,,,,,,,,,,,,,20051102,,1,49.190516,-122.889847
678,2,Expansion Joint,1001161161,,1838704565,500,,3.5,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100520,20100520,1,49.085366,-122.713355
679,8,LPS Lateral Gate,1001699724,,1222611357,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208574,-122.882782
680,2,Expansion Joint,1001897193,,1291611486,200,,,In Service,4714-5340-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.210883,-122.863728
681,3,Gate,1001897217,,1288311586,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.212692,-122.864622
682,8,LPS Lateral Gate,1002183889,,1291711309,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190506,20190506,1,49.207673,-122.863704
683,3,Gate,1000141267,22425,1137010137,250,Ductile Iron,,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020103,,1,49.186512,-122.906481
684,3,Gate,1001197153,,1460307831,200,,,In Service,4764,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110509,20110509,1,49.144679,-122.817374
685,0,Ball,1000141194,27834,1224211286,75,Ductile Iron,0.54,Abandoned,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,20190410,0,49.207286,-122.882345
686,3,Gate,1001185488,,1800205343,75,Ductile Iron,2.04,In Service,4709-4010-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110105,20110105,1,49.099476,-122.723863
687,3,Gate,1001195966,,1692507848,75,Steel,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110420,20151201,1,49.144868,-122.753339
688,8,LPS Lateral Gate,1001699725,,1223411372,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208835,-122.882571
689,3,Gate,1000141282,22292,1358709488,100,Ductile Iron,,In Service,4793-327,1999,Surrey,,100 DRAIN FOR FM,Final AB,,,,,,,,,,,,,,,,20011210,20140512,1,49.174711,-122.845314
690,3,Gate,1001408898,,1230411430,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209883,-122.880623
691,3,Gate,1001419802,,1196410230,50,Ductile Iron,2.07,Proposed,7805-0021-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20120730,20120730,0,49.188187,-122.890086
692,3,Gate,1002224116,,1631611498,400,,,In Service,7889-0512-00,1993,Surrey,,,Final AB,,,,,,,,,,,,,,,,20200213,20200213,1,49.210948,-122.769813
693,3,Gate,1001408388,,1237911497,75,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120417,20120417,1,49.211099,-122.878572
694,8,LPS Lateral Gate,1001793303,,1247711586,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.212707,-122.875855
695,8,LPS Lateral Gate,1001793599,,1306111631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213497,-122.859704
696,3,Gate,1002172029,,1533107788,150,PVC Plastic,,Proposed,7817-0143-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20190418,20190418,0,49.143867,-122.797286
697,0,Ball,1000141140,27295,1196411037,150,PVC Plastic,1.26,Abandoned,S-538,1986,Surrey,,LINE BSW-E,Final AB,,,,,,,,,,,,,,,,20051024,20160708,0,49.20279,-122.890032
698,3,Gate,1000141312,28429,1438907996,450,Ductile Iron,18.5,In Service,4703-1900-00,2005,Surrey,,SEE S-052-153 FOR LOCATION / 193 TURNS,Final AB,,,,,,,,,,,,,,,,20050105,20140731,1,49.147673,-122.823274
699,3,Gate,1001897093,,1278811466,200,,,In Service,4714-5340-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.210527,-122.867275
700,8,LPS Lateral Gate,1001794983,,1268611267,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206933,-122.870101
701,3,Gate,1001157681,,1749110424,200,Ductile Iron,,Abandoned,4705-4550-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100427,20160708,0,49.191453,-122.737474
702,3,Gate,1000141165,,1197110422,,Unknown,,In Service,,,Surrey,,,,,,,,,,,,,,,,,,,20060627,20060802,1,49.191657,-122.889871
703,3,Gate,1001793549,,1288511630,150,Cast Iron,0.08,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213496,-122.86457
704,3,Gate,1001937001,,1308211388,200,Ductile Iron,,In Service,4703-1010-01,2005,Surrey,,FT02471,Final AB,,,,,,,,,,,,,,,,20170622,20170622,1,49.209114,-122.859141
705,3,Gate,1001136817,,1472903529,200,Ductile Iron,,Abandoned,7804-0010-00,,Surrey,,NORMALLY CLOSED,Final AB,,,,,,,,,,,,,,,,20091030,20180105,0,49.066819,-122.814186
706,8,LPS Lateral Gate,1001793378,,1283411631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213507,-122.865979
707,0,Ball,1000141215,27636,1197310232,100,Ductile Iron,3.01,In Service,4516,1978,Surrey,,LINE BSW-H,Final AB,,,,,,,,,,,,,,,,20051102,,1,49.18821,-122.889808
708,3,Gate,1001147448,,1472103527,200,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.06679,-122.814412
709,0,Ball,1001140630,,1203410983,100,PVC Plastic,,Abandoned,F/T,2009,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20091118,20160708,0,49.201814,-122.888101
710,3,Gate,1001189840,,1917605240,100,Ductile Iron,2.45,In Service,4706-1500-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110223,20110223,1,49.097521,-122.691518
711,2,Expansion Joint,1001792869,,1232211494,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20150313,1,49.211055,-122.880146
712,3,Gate,1000141233,22446,1165610635,250,Clay Tile,1.02,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020103,,1,49.195513,-122.898547
713,0,Ball,1000141375,28216,1277611580,75,PVC Plastic,0.79,Abandoned,4515,1978,Surrey,,LINE BE-F,Final AB,,,,,,,,,,,,,,,,20051129,20190426,0,49.212585,-122.867599
714,2,Expansion Joint,1001793452,,1299611630,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,,1,49.213488,-122.861506
715,3,Gate,1002188106,,1921302062,400,,,In Service,4708-5080-00,2018,Surrey,,In Valve Chamber W/ Actuators,Final AB,,,,,,,,,,,,,,,,20190521,20190521,1,49.040017,-122.690855
